,text,label,predicted_result
2771,We Asked 22 Women What Bats Taste Like And Most Of Them Didnt Know But 2 Of Them Did,clickbait,clickbait
2772,This Dog Had The Most Pure Reaction When He Saw His Vacationing Family On FaceTime,clickbait,clickbait
2773,23 Unexplainable Things Found On Google Maps. Now I'm Worried About Aliens...,clickbait,clickbait
2774,Women unhappy with institutional care opt for home births in city,news,news
2775,Drug Makers Get The Brakes Taken Off FDA Drug Approvals,clickbait,clickbait
2776,"If President Obama doesn't commute her sentence, Chelsea Manning won't survive | Evan Greer",news,news
2777,Yuvraj Singh leads Indias charge with a 100: How twitterati reacted,news,news
2778,"Mohammed Shami trolled once again, this time for posting Unislamic image with dog",news,news
2779,"NGT notice to Centre, Delhi govt over strike by MCD workers",news,news
2780,Virat Kohli reels in England in style to give India win in first ODI,news,news
2781,17 Things You See Everyday... And Didn't Know They Actually Have Names,clickbait,clickbait
2782,17 Gifts For Anyone Who Loves Baking Cakes,clickbait,clickbait
2783,Photographer charged with using studio to lure and rape children,news,news
2784,An Entire Stadium Cheered For This 2-Year-Old,clickbait,clickbait
2785,The Employees Of This Restaurant Just Quit Their Jobs In The Best Way Possible,clickbait,clickbait
2786,The 21 Best Photos Of 2013. You Will Get Chills.,clickbait,clickbait
2787,Did You Know That By Todays Standards Marilyn Monroe Would Be Considered Too Overweight To Be A,clickbait,clickbait
2788,Tell Us Your Favorite Candy And We'll Reveal Your Love Language,clickbait,clickbait
2789,The secret of Namibia's 'fairy circles' may be explained at last,news,news
2790,Stunning Map Shows Just How Much Of Iraq And Syria VICE Now Controls,clickbait,clickbait
2791,Donald Trump Embarks on His First Week With a Heavy Slate,news,clickbait
2792,Fischer Energy joins UK retail market with 100% renewable offer,news,news
2793,Mike Pence To Replace Chris Christie As Chairman Of Trump's Transition Team,clickbait,clickbait
2794,32 Female Creators Who Made Great TV In 2016,clickbait,clickbait
2795,29 Songs You Probably Loved If You're 2127 Years Old,clickbait,clickbait
2796,"US, China sign deal to deal with naval, air force encounters",news,news
2797,Why Private Eye and the FT are right to oppose section 40,news,news
2798,@Ivanka from Brighton's message for Trump: 'Please pay attention to climate change',news,news
2799,"LG Anil Baijal inspects cleanliness in South Delhi, wants parking policy soon",news,news
2800,German centre-left would make EU unity a priority in Brexit talks,news,news
2801,A Spanish-Language Church Sign Was Defaced With Racist Pro-Trump Graffiti,clickbait,clickbait
2802,Proposed NYC Law Would Create A Public Database Of Ride-Hail Sexual Assault Reports,clickbait,clickbait
2803,Jackie review  Natalie Portman intelligent and poised as JFK's widow,news,news
2804,Party leader calls on EU socialists to halt fiscal race to the bottom,news,news
2805,Trump's Scotland golf resort proceeds with expansion despite business pledge,news,news
2806,Arvind Panagariya raises first red flag on tax harassment,news,news
2807,People Have Actually Found These 9 Things In Their Food. #5 Is Still Alive...WTF,clickbait,clickbait
2808,How Can Trump Cozy Up To Putin? Ask Exxon,clickbait,clickbait
2809,'The Little Rascals' Cast Celebrates 20th Anniversary With Reunion Photo Shoot,clickbait,clickbait
2810,Watch These Twin Girls Grow Up Right In Front Of You In This Beautiful Photo Project,clickbait,clickbait
2811,Jallikattu protests: Scores of protesters removed from Chennais Marina beach,news,news
2812,Victoria's Secret Models Ditched The Extensions And Wore Their Real Hair On The Runway,clickbait,clickbait
2813,"We planned a dream honeymoon, but Thomson turned it into a nightmare",news,news
2814,"She Photoshopped Herself In 25 Countries To Show What ""Beautiful"" Means Around The World",clickbait,clickbait
2815,20 Dogs Who Are Here To Make You Smile. #5 Is The Happiest Creature Alive,clickbait,clickbait
2816,JD(U) to non-BJP parties: Use RSSs anti-quota stand,news,news
2817,"India vs England, 3rd ODI: The last song before dusk",news,news
2818,These Cows Were Stranded By New Zealand's Earthquake And People Want Them Rescued,clickbait,clickbait
2819,"El Chapo is not a Robin Hood but a 'cancerous tumour', US prosecutor says",news,news
2820,Chaos as UK Navy dredges up World War II bomb from Thames,news,news
2821,Bangkok bombing: Thai police seek Interpol help to track Erawan shrine blast suspect,news,news
2822,18 Signs That Are Catering To The Dumbest Kind Of People,clickbait,clickbait
2823,This Artist Just Recreated Childhood Doodles. #4 Is Trippy,clickbait,clickbait
2824,"Burqa a garment of extremism, backwardness: Chinese official",news,news
2825,Cities cooler than non-urban areas during day in summer,news,news
2826,Air pollution: EPCA to enforce graded response plan in Delhi-NCR,news,news
2827,17 Simple Excercises You Can Do Anywhere,clickbait,clickbait
2828,"After Abdul Kalam, 10 Rajaji Marg to house Pranab Mukherjee",news,news
2829,"Ban unpaid internships that penalise working-class young, say MPs",news,news
2830,10 Cows Who Didn't Think About The Consequences Of Their Actions...I Can't Stop laughing,clickbait,clickbait
2831,Why I am confident enough to pre-order a Nintendo Switch,news,news
2832,"Small protests against Trump in Japan, Philippines",news,news
2833,A Brief History Of Vanessa The Stalkers Shameless Celebrity Photography,clickbait,clickbait
2834,Further Brexit court cases to be launched in Dublin and London,news,news
2835,Youth arrested for morphing Muslim leader photo in Aamir Khans PK poster,news,news
2836,10 Snacks Mom Needs To Stop Packing In Our Lunch,clickbait,clickbait
2837,"Villagers evacuated as snow, high winds and flooding bring havoc to UK",news,news
2838,"Tap Census deprivation data to revise, expand BPL: Panel to Govt",news,news
2839,How To Snapchat Your Thanksgiving Meal Without Destroying Your Family,clickbait,clickbait
2840,Kim Jong Un dismisses top officials after recent standoff with rival South Korea,news,news
2841,"Bangladesh collapse, New Zealand complete series sweep",news,news
2842,An Oral History Of The Birth Of New York Hardcore,clickbait,clickbait
2843,"The ""You're Welcome"" Song In ""Moana"" Is So Damn Addictive",clickbait,clickbait
2844,Bangladesh arrests al Qaeda-linked British militant for masterminding blogger deaths,news,news
2845,"49 Thoughts You Have When Watching ""Clueless"" For The First Time",clickbait,clickbait
2846,Michael Flynn Deleted His Fake News Tweet Linking Clinton To Underage Sex Crimes,clickbait,clickbait
2847,"Justice Khehar takes charge today: Some of  T S Thakurs comments avoidable, says Ravi Shankar Prasad",news,news
2848,LGBT Americans' inauguration gift to Trump: a wave of same-sex marriages,news,news
2849,"At First, I Thought These Were Blocks and Light. But When I Looked Closer...",clickbait,clickbait
2850,17 People Having The Worst Luck...I Would Hate To Be The Kid In #1,clickbait,clickbait
2851,Diego Costa dropped by Chelsea after row over huge offer from China,news,news
2852,21 Pics Of People Risking Their Life For Stupid Reasons,clickbait,clickbait
2853,30 Photos That Prove Having Instagram Does NOT Make You A Chef,clickbait,clickbait
2854,Horse racing tips: Saturday 14 January,news,news
2855,President-Elect Trump Vows To Deport 23 Million Undocumented Immigrants,clickbait,clickbait
2856,27 Baby Goats Doin' Baby Goat Stuff. #4 Is Going To Absolutely Melt Your Heart,clickbait,clickbait
2857,Ben Carson confirmation hearing for secretary of housing: the key points,news,news
2858,Theresa May to unveil boost to vocational education system,news,news
2859,16 Times Your Cat Was Even More Amazing Than A Regular Pet,clickbait,clickbait
2860,Drought-Stricken California Is Losing Millions And Millions Of Trees,clickbait,clickbait
2861,7 Gorgeous Libraries Where You Cant Be Naked No Matter What,clickbait,clickbait
2862,Someone Altered A Tomi Lahren Facebook Page To Support Michelle Obama And People Lost It,clickbait,clickbait
2863,People Are Loving This Bystander's Pure Reaction To A Woman Proposing To Her Girlfriend,clickbait,clickbait
2864,"Being bilingual may ward off ageing, dementia",news,news
2865,"More Than 1,000 Russian Athletes Benefited From State-Sponsored Doping, Report Says",clickbait,clickbait
2866,Warriors show they hold the edge over Cleveland in the NBA's fiercest rivalry | Arielle Retting,news,news
2867,Police Broke Into A Car To Save A Mannequin That Looked Too Damn Real,clickbait,clickbait
2868,"13 dead, 13 missing in central China floods",news,news
2869,"Climate change, endangered primates and life as an elephant  green news roundup",news,news
2870,Sena announces slew of sops to woo Thane middle-class voters,news,news
2871,These 23 People Need To Find A Hobby Because They Have Way Too Much Time On Their Hands,clickbait,clickbait
2872,Wales ask to play all Six Nations home games under closed Cardiff roof,news,news
2873,"Brexit: Scotland may vote for independence in two years, says Alex Salmond",news,news
2874,Cuban-Americans Are Wondering What Happens Now Castro Is Gone For Good,clickbait,clickbait
2875,"15 Parents Who Have No Idea How To Parent. I Wish These Were Fake, But They Are Not.",clickbait,clickbait
2876,Limping Nick Kyrgios only a long shot but a fascinating Australian Open looms | Russell Jackson,news,news
2877,"It's Not Just Your Phone: Trump Tweets Are Now All Over $25,000 Bloomberg Terminals",clickbait,clickbait
2878,Premier League: 10 things to look out for this weekend,news,news
2879,"Tropes, trolls and Trump: the fantasy writer who inspired George RR Martin",news,news
2880,What is the best cheap replacement for a desktop running Windows Vista?,news,news
2881,Sorority Girls Just Realized They Pose Exactly Like Meerkats And It's Too Good,clickbait,clickbait
2882,Is racism legal in France? asks Mario Balotelli,news,news
2883,27 Genius Gifts For Anyone Who Loves To Be Cozy,clickbait,clickbait
2884,England opener Alex Hales to return home with hand injury,news,news
2885,Bangkok blast probe: Malaysia detains 8 suspects for questioning,news,news
2886,"Bangkok explosion: Second blast in Bangkok, no injuries reported, say police",news,news
2887,Saturday's best TV: Taboo; Let it Shine,news,news
2888,Refugees can be used as a political resource to help those left behind | Alexander Betts,news,news
2889,19 Malaysian Foods And Drinks Your Tastebuds Will Thank You For,clickbait,clickbait
2890,We Bet You Can't Make It Through This Post Without Laughing,clickbait,clickbait
2891,Trump's Potential FDA Pick Attended McAfee For President Fundraiser,clickbait,clickbait
2892,Rex Tillerson denies knowledge of Exxon lobbying against Russia sanctions,news,news
2893,21 Signs That It's Time To Take A Step Back And Look At Your Life,clickbait,clickbait
2894,Dipa Karmakar is exciting but I dont need to attempt Produnova: Simone Bile,news,news
2895,Peter Hahlo obituary,news,news
2896,Sunanda Pushkar death: Took nearly a year to find if AIIMS meant homicide,news,news
2897,No One Is More Curious Than These Lions After Seeing A Remote Control Car,clickbait,clickbait
2898,13 April Fool's Pranks That You HAVE To Try This Year...LOL,clickbait,clickbait
2899,"In new CJI JS Khehars bio, unwritten fact: Blood donor every 3 months, for over 40 years",news,news
2900,Australian Open: Daria Gavrilova the last local to lose as Pliskova pounces | Russell Jackson,news,news
2901,How Being Crap At Video Games Made Me A Better Brother,clickbait,clickbait
2902,Washington Woman Found Dead After Being Kidnapped For Ransom,clickbait,clickbait
2903,Sevilla 2-1 Real Madrid: La Liga as it happened,news,news
2904,EC wants poll candidates to reveal their source of income,news,news
2905,The Sweet Sweet Music Made By This Dude And His Sandals Is Unreal,clickbait,clickbait
2906,These Photos Of Older LGBTI Women Celebrate Breaking Beauty Norms,clickbait,clickbait
2907,Scandal: Senator Harry Reid Texted Illicit Photographs Of His Tail To A Female Intern,clickbait,clickbait
2908,"24 Photos That'll Make You Say ""Me In Cold Weather""",clickbait,clickbait
2909,Badaun case: Court gives CBI time till Jan 16 to file evidence,news,news
2910,SeaWorld's Orca Tilikum Has Died And People Have Strong Feelings About It,clickbait,clickbait
2911,"Uddhav Thackeray, Aaditya star campaigners for Shiv Sena",news,news
2912,Madras HC confirms double life imprisonment for murder convicts,news,news
2913,Charity helping Yazidi survivors of Isis sexual slavery shut down,news,news
2914,Everton teenager Tom Davies ensures Pep Guardiola knows his name | Paul Wilson,news,news
2915,"Two years after talks, 5-day Nobel dialogue to unfold tomorrow",news,news
2916,Orphaned kids appeal farmers not to commit suicide,news,news
2917,"Virat Kohlis ODI captaincy reign starts with England series win, watch video",news,news
2918,Harry Kane hat-trick leads Tottenhams brilliant thumping of West Brom,news,news
2919,You can see the cuts in the NHS but the cuts in schools are as dire | Laura McInerney,news,news
2920,If Real Life Female Role Models Were Disney Princesses,clickbait,clickbait
2921,Nagpur to host U-19 Test matches between India and England after TNCA refusal,news,news
